PassengerId,Status,Pclass,Sex,Age,Count,PclassSex,Survived
446,Survived,Pclass 1,male,4,1,Pclass 1 male,1
447,Survived,Pclass 2,female,13,1,Pclass 2 female,1
448,Survived,Pclass 1,male,34,1,Pclass 1 male,1
449,Survived,Pclass 3,female,5,1,Pclass 3 female,1
450,Survived,Pclass 1,male,52,1,Pclass 1 male,1
451,Dead,Pclass 2,male,36,1,Pclass 2 male,0
453,Dead,Pclass 1,male,30,1,Pclass 1 male,0
454,Survived,Pclass 1,male,49,1,Pclass 1 male,1
456,Survived,Pclass 3,male,29,1,Pclass 3 male,1
457,Dead,Pclass 1,male,65,1,Pclass 1 male,0
459,Survived,Pclass 2,female,50,1,Pclass 2 female,1
461,Survived,Pclass 1,male,48,1,Pclass 1 male,1
462,Dead,Pclass 3,male,34,1,Pclass 3 male,0
463,Dead,Pclass 1,male,47,1,Pclass 1 male,0
464,Dead,Pclass 2,male,48,1,Pclass 2 male,0
466,Dead,Pclass 3,male,38,1,Pclass 3 male,0
468,Dead,Pclass 1,male,56,1,Pclass 1 male,0
470,Survived,Pclass 3,female,0.75,1,Pclass 3 female,1
472,Dead,Pclass 3,male,38,1,Pclass 3 male,0
473,Survived,Pclass 2,female,33,1,Pclass 2 female,1
474,Survived,Pclass 2,female,23,1,Pclass 2 female,1
475,Dead,Pclass 3,female,22,1,Pclass 3 female,0
477,Dead,Pclass 2,male,34,1,Pclass 2 male,0
478,Dead,Pclass 3,male,29,1,Pclass 3 male,0
479,Dead,Pclass 3,male,22,1,Pclass 3 male,0
480,Survived,Pclass 3,female,2,1,Pclass 3 female,1
481,Dead,Pclass 3,male,9,1,Pclass 3 male,0
483,Dead,Pclass 3,male,50,1,Pclass 3 male,0
484,Survived,Pclass 3,female,63,1,Pclass 3 female,1
485,Survived,Pclass 1,male,25,1,Pclass 1 male,1
487,Survived,Pclass 1,female,35,1,Pclass 1 female,1
488,Dead,Pclass 1,male,58,1,Pclass 1 male,0
489,Dead,Pclass 3,male,30,1,Pclass 3 male,0
490,Survived,Pclass 3,male,9,1,Pclass 3 male,1
492,Dead,Pclass 3,male,21,1,Pclass 3 male,0
493,Dead,Pclass 1,male,55,1,Pclass 1 male,0
494,Dead,Pclass 1,male,71,1,Pclass 1 male,0
495,Dead,Pclass 3,male,21,1,Pclass 3 male,0
497,Survived,Pclass 1,female,54,1,Pclass 1 female,1
499,Dead,Pclass 1,female,25,1,Pclass 1 female,0
500,Dead,Pclass 3,male,24,1,Pclass 3 male,0
501,Dead,Pclass 3,male,17,1,Pclass 3 male,0
502,Dead,Pclass 3,female,21,1,Pclass 3 female,0
504,Dead,Pclass 3,female,37,1,Pclass 3 female,0
505,Survived,Pclass 1,female,16,1,Pclass 1 female,1
506,Dead,Pclass 1,male,18,1,Pclass 1 male,0
507,Survived,Pclass 2,female,33,1,Pclass 2 female,1
509,Dead,Pclass 3,male,28,1,Pclass 3 male,0
510,Survived,Pclass 3,male,26,1,Pclass 3 male,1
511,Survived,Pclass 3,male,29,1,Pclass 3 male,1
513,Survived,Pclass 1,male,36,1,Pclass 1 male,1
514,Survived,Pclass 1,female,54,1,Pclass 1 female,1
515,Dead,Pclass 3,male,24,1,Pclass 3 male,0
516,Dead,Pclass 1,male,47,1,Pclass 1 male,0
517,Survived,Pclass 2,female,34,1,Pclass 2 female,1
519,Survived,Pclass 2,female,36,1,Pclass 2 female,1
520,Dead,Pclass 3,male,32,1,Pclass 3 male,0
521,Survived,Pclass 1,female,30,1,Pclass 1 female,1
522,Dead,Pclass 3,male,22,1,Pclass 3 male,0
524,Survived,Pclass 1,female,44,1,Pclass 1 female,1
526,Dead,Pclass 3,male,40.5,1,Pclass 3 male,0
527,Survived,Pclass 2,female,50,1,Pclass 2 female,1
529,Dead,Pclass 3,male,39,1,Pclass 3 male,0
530,Dead,Pclass 2,male,23,1,Pclass 2 male,0
531,Survived,Pclass 2,female,2,1,Pclass 2 female,1
533,Dead,Pclass 3,male,17,1,Pclass 3 male,0
535,Dead,Pclass 3,female,30,1,Pclass 3 female,0
536,Survived,Pclass 2,female,7,1,Pclass 2 female,1
537,Dead,Pclass 1,male,45,1,Pclass 1 male,0
538,Survived,Pclass 1,female,30,1,Pclass 1 female,1
540,Survived,Pclass 1,female,22,1,Pclass 1 female,1
541,Survived,Pclass 1,female,36,1,Pclass 1 female,1
542,Dead,Pclass 3,female,9,1,Pclass 3 female,0
543,Dead,Pclass 3,female,11,1,Pclass 3 female,0
544,Survived,Pclass 2,male,32,1,Pclass 2 male,1
545,Dead,Pclass 1,male,50,1,Pclass 1 male,0
546,Dead,Pclass 1,male,64,1,Pclass 1 male,0
547,Survived,Pclass 2,female,19,1,Pclass 2 female,1
549,Dead,Pclass 3,male,33,1,Pclass 3 male,0
550,Survived,Pclass 2,male,8,1,Pclass 2 male,1
551,Survived,Pclass 1,male,17,1,Pclass 1 male,1
552,Dead,Pclass 2,male,27,1,Pclass 2 male,0
554,Survived,Pclass 3,male,22,1,Pclass 3 male,1
555,Survived,Pclass 3,female,22,1,Pclass 3 female,1
556,Dead,Pclass 1,male,62,1,Pclass 1 male,0
557,Survived,Pclass 1,female,48,1,Pclass 1 female,1
559,Survived,Pclass 1,female,39,1,Pclass 1 female,1
560,Survived,Pclass 3,female,36,1,Pclass 3 female,1
562,Dead,Pclass 3,male,40,1,Pclass 3 male,0
563,Dead,Pclass 2,male,28,1,Pclass 2 male,0
566,Dead,Pclass 3,male,24,1,Pclass 3 male,0
567,Dead,Pclass 3,male,19,1,Pclass 3 male,0
568,Dead,Pclass 3,female,29,1,Pclass 3 female,0
570,Survived,Pclass 3,male,32,1,Pclass 3 male,1
571,Survived,Pclass 2,male,62,1,Pclass 2 male,1
572,Survived,Pclass 1,female,53,1,Pclass 1 female,1
573,Survived,Pclass 1,male,36,1,Pclass 1 male,1
575,Dead,Pclass 3,male,16,1,Pclass 3 male,0
576,Dead,Pclass 3,male,19,1,Pclass 3 male,0
577,Survived,Pclass 2,female,34,1,Pclass 2 female,1
578,Survived,Pclass 1,female,39,1,Pclass 1 female,1
580,Survived,Pclass 3,male,32,1,Pclass 3 male,1
581,Survived,Pclass 2,female,25,1,Pclass 2 female,1
582,Survived,Pclass 1,female,39,1,Pclass 1 female,1
583,Dead,Pclass 2,male,54,1,Pclass 2 male,0
584,Dead,Pclass 1,male,36,1,Pclass 1 male,0
586,Survived,Pclass 1,female,18,1,Pclass 1 female,1
587,Dead,Pclass 2,male,47,1,Pclass 2 male,0
588,Survived,Pclass 1,male,60,1,Pclass 1 male,1
589,Dead,Pclass 3,male,22,1,Pclass 3 male,0
591,Dead,Pclass 3,male,35,1,Pclass 3 male,0
592,Survived,Pclass 1,female,52,1,Pclass 1 female,1
593,Dead,Pclass 3,male,47,1,Pclass 3 male,0
595,Dead,Pclass 2,male,37,1,Pclass 2 male,0
596,Dead,Pclass 3,male,36,1,Pclass 3 male,0
598,Dead,Pclass 3,male,49,1,Pclass 3 male,0
600,Survived,Pclass 1,male,49,1,Pclass 1 male,1
601,Survived,Pclass 2,female,24,1,Pclass 2 female,1
604,Dead,Pclass 3,male,44,1,Pclass 3 male,0
605,Survived,Pclass 1,male,35,1,Pclass 1 male,1
606,Dead,Pclass 3,male,36,1,Pclass 3 male,0
607,Dead,Pclass 3,male,30,1,Pclass 3 male,0
608,Survived,Pclass 1,male,27,1,Pclass 1 male,1
609,Survived,Pclass 2,female,22,1,Pclass 2 female,1
610,Survived,Pclass 1,female,40,1,Pclass 1 female,1
611,Dead,Pclass 3,female,39,1,Pclass 3 female,0
615,Dead,Pclass 3,male,35,1,Pclass 3 male,0
616,Survived,Pclass 2,female,24,1,Pclass 2 female,1
617,Dead,Pclass 3,male,34,1,Pclass 3 male,0
618,Dead,Pclass 3,female,26,1,Pclass 3 female,0
619,Survived,Pclass 2,female,4,1,Pclass 2 female,1
620,Dead,Pclass 2,male,26,1,Pclass 2 male,0
621,Dead,Pclass 3,male,27,1,Pclass 3 male,0
622,Survived,Pclass 1,male,42,1,Pclass 1 male,1
623,Survived,Pclass 3,male,20,1,Pclass 3 male,1
624,Dead,Pclass 3,male,21,1,Pclass 3 male,0
625,Dead,Pclass 3,male,21,1,Pclass 3 male,0
626,Dead,Pclass 1,male,61,1,Pclass 1 male,0
627,Dead,Pclass 2,male,57,1,Pclass 2 male,0
628,Survived,Pclass 1,female,21,1,Pclass 1 female,1
629,Dead,Pclass 3,male,26,1,Pclass 3 male,0
631,Survived,Pclass 1,male,80,1,Pclass 1 male,1
632,Dead,Pclass 3,male,51,1,Pclass 3 male,0
633,Survived,Pclass 1,male,32,1,Pclass 1 male,1
635,Dead,Pclass 3,female,9,1,Pclass 3 female,0
636,Survived,Pclass 2,female,28,1,Pclass 2 female,1
637,Dead,Pclass 3,male,32,1,Pclass 3 male,0
638,Dead,Pclass 2,male,31,1,Pclass 2 male,0
639,Dead,Pclass 3,female,41,1,Pclass 3 female,0
641,Dead,Pclass 3,male,20,1,Pclass 3 male,0
642,Survived,Pclass 1,female,24,1,Pclass 1 female,1
643,Dead,Pclass 3,female,2,1,Pclass 3 female,0
645,Survived,Pclass 3,female,0.75,1,Pclass 3 female,1
646,Survived,Pclass 1,male,48,1,Pclass 1 male,1
647,Dead,Pclass 3,male,19,1,Pclass 3 male,0
648,Survived,Pclass 1,male,56,1,Pclass 1 male,1
650,Survived,Pclass 3,female,23,1,Pclass 3 female,1
652,Survived,Pclass 2,female,18,1,Pclass 2 female,1
653,Dead,Pclass 3,male,21,1,Pclass 3 male,0
655,Dead,Pclass 3,female,18,1,Pclass 3 female,0
656,Dead,Pclass 2,male,24,1,Pclass 2 male,0
658,Dead,Pclass 3,female,32,1,Pclass 3 female,0
659,Dead,Pclass 2,male,23,1,Pclass 2 male,0
660,Dead,Pclass 1,male,58,1,Pclass 1 male,0
661,Survived,Pclass 1,male,50,1,Pclass 1 male,1
662,Dead,Pclass 3,male,40,1,Pclass 3 male,0
663,Dead,Pclass 1,male,47,1,Pclass 1 male,0
664,Dead,Pclass 3,male,36,1,Pclass 3 male,0
665,Survived,Pclass 3,male,20,1,Pclass 3 male,1
666,Dead,Pclass 2,male,32,1,Pclass 2 male,0
667,Dead,Pclass 2,male,25,1,Pclass 2 male,0
669,Dead,Pclass 3,male,43,1,Pclass 3 male,0
671,Survived,Pclass 2,female,40,1,Pclass 2 female,1
672,Dead,Pclass 1,male,31,1,Pclass 1 male,0
673,Dead,Pclass 2,male,70,1,Pclass 2 male,0
674,Survived,Pclass 2,male,31,1,Pclass 2 male,1
676,Dead,Pclass 3,male,18,1,Pclass 3 male,0
677,Dead,Pclass 3,male,24.5,1,Pclass 3 male,0
678,Survived,Pclass 3,female,18,1,Pclass 3 female,1
679,Dead,Pclass 3,female,43,1,Pclass 3 female,0
680,Survived,Pclass 1,male,36,1,Pclass 1 male,1
682,Survived,Pclass 1,male,27,1,Pclass 1 male,1
683,Dead,Pclass 3,male,20,1,Pclass 3 male,0
684,Dead,Pclass 3,male,14,1,Pclass 3 male,0
685,Dead,Pclass 2,male,60,1,Pclass 2 male,0
686,Dead,Pclass 2,male,25,1,Pclass 2 male,0
687,Dead,Pclass 3,male,14,1,Pclass 3 male,0
688,Dead,Pclass 3,male,19,1,Pclass 3 male,0
689,Dead,Pclass 3,male,18,1,Pclass 3 male,0
690,Survived,Pclass 1,female,15,1,Pclass 1 female,1
691,Survived,Pclass 1,male,31,1,Pclass 1 male,1
692,Survived,Pclass 3,female,4,1,Pclass 3 female,1
694,Dead,Pclass 3,male,25,1,Pclass 3 male,0
695,Dead,Pclass 1,male,60,1,Pclass 1 male,0
696,Dead,Pclass 2,male,52,1,Pclass 2 male,0
697,Dead,Pclass 3,male,44,1,Pclass 3 male,0
699,Dead,Pclass 1,male,49,1,Pclass 1 male,0
700,Dead,Pclass 3,male,42,1,Pclass 3 male,0
701,Survived,Pclass 1,female,18,1,Pclass 1 female,1
702,Survived,Pclass 1,male,35,1,Pclass 1 male,1
703,Dead,Pclass 3,female,18,1,Pclass 3 female,0
704,Dead,Pclass 3,male,25,1,Pclass 3 male,0
705,Dead,Pclass 3,male,26,1,Pclass 3 male,0
706,Dead,Pclass 2,male,39,1,Pclass 2 male,0
707,Survived,Pclass 2,female,45,1,Pclass 2 female,1
708,Survived,Pclass 1,male,42,1,Pclass 1 male,1
709,Survived,Pclass 1,female,22,1,Pclass 1 female,1
711,Survived,Pclass 1,female,24,1,Pclass 1 female,1
713,Survived,Pclass 1,male,48,1,Pclass 1 male,1
714,Dead,Pclass 3,male,29,1,Pclass 3 male,0
715,Dead,Pclass 2,male,52,1,Pclass 2 male,0
716,Dead,Pclass 3,male,19,1,Pclass 3 male,0
717,Survived,Pclass 1,female,38,1,Pclass 1 female,1
718,Survived,Pclass 2,female,27,1,Pclass 2 female,1
720,Dead,Pclass 3,male,33,1,Pclass 3 male,0
721,Survived,Pclass 2,female,6,1,Pclass 2 female,1
722,Dead,Pclass 3,male,17,1,Pclass 3 male,0
723,Dead,Pclass 2,male,34,1,Pclass 2 male,0
724,Dead,Pclass 2,male,50,1,Pclass 2 male,0
725,Survived,Pclass 1,male,27,1,Pclass 1 male,1
726,Dead,Pclass 3,male,20,1,Pclass 3 male,0
727,Survived,Pclass 2,female,30,1,Pclass 2 female,1
729,Dead,Pclass 2,male,25,1,Pclass 2 male,0
730,Dead,Pclass 3,female,25,1,Pclass 3 female,0
731,Survived,Pclass 1,female,29,1,Pclass 1 female,1
732,Dead,Pclass 3,male,11,1,Pclass 3 male,0
734,Dead,Pclass 2,male,23,1,Pclass 2 male,0
735,Dead,Pclass 2,male,23,1,Pclass 2 male,0
736,Dead,Pclass 3,male,28.5,1,Pclass 3 male,0
737,Dead,Pclass 3,female,48,1,Pclass 3 female,0
738,Survived,Pclass 1,male,35,1,Pclass 1 male,1
742,Dead,Pclass 1,male,36,1,Pclass 1 male,0
743,Survived,Pclass 1,female,21,1,Pclass 1 female,1
744,Dead,Pclass 3,male,24,1,Pclass 3 male,0
745,Survived,Pclass 3,male,31,1,Pclass 3 male,1
746,Dead,Pclass 1,male,70,1,Pclass 1 male,0
747,Dead,Pclass 3,male,16,1,Pclass 3 male,0
748,Survived,Pclass 2,female,30,1,Pclass 2 female,1
749,Dead,Pclass 1,male,19,1,Pclass 1 male,0
750,Dead,Pclass 3,male,31,1,Pclass 3 male,0
751,Survived,Pclass 2,female,4,1,Pclass 2 female,1
752,Survived,Pclass 3,male,6,1,Pclass 3 male,1
753,Dead,Pclass 3,male,33,1,Pclass 3 male,0
754,Dead,Pclass 3,male,23,1,Pclass 3 male,0
755,Survived,Pclass 2,female,48,1,Pclass 2 female,1
756,Survived,Pclass 2,male,0.67,1,Pclass 2 male,1
757,Dead,Pclass 3,male,28,1,Pclass 3 male,0
758,Dead,Pclass 2,male,18,1,Pclass 2 male,0
759,Dead,Pclass 3,male,34,1,Pclass 3 male,0
760,Survived,Pclass 1,female,33,1,Pclass 1 female,1
762,Dead,Pclass 3,male,41,1,Pclass 3 male,0
763,Survived,Pclass 3,male,20,1,Pclass 3 male,1
764,Survived,Pclass 1,female,36,1,Pclass 1 female,1
765,Dead,Pclass 3,male,16,1,Pclass 3 male,0
766,Survived,Pclass 1,female,51,1,Pclass 1 female,1
768,Dead,Pclass 3,female,30.5,1,Pclass 3 female,0
770,Dead,Pclass 3,male,32,1,Pclass 3 male,0
771,Dead,Pclass 3,male,24,1,Pclass 3 male,0
772,Dead,Pclass 3,male,48,1,Pclass 3 male,0
773,Dead,Pclass 2,female,57,1,Pclass 2 female,0
775,Survived,Pclass 2,female,54,1,Pclass 2 female,1
776,Dead,Pclass 3,male,18,1,Pclass 3 male,0
778,Survived,Pclass 3,female,5,1,Pclass 3 female,1
780,Survived,Pclass 1,female,43,1,Pclass 1 female,1
781,Survived,Pclass 3,female,13,1,Pclass 3 female,1
782,Survived,Pclass 1,female,17,1,Pclass 1 female,1
783,Dead,Pclass 1,male,29,1,Pclass 1 male,0
785,Dead,Pclass 3,male,25,1,Pclass 3 male,0
786,Dead,Pclass 3,male,25,1,Pclass 3 male,0
787,Survived,Pclass 3,female,18,1,Pclass 3 female,1
788,Dead,Pclass 3,male,8,1,Pclass 3 male,0
789,Survived,Pclass 3,male,1,1,Pclass 3 male,1
790,Dead,Pclass 1,male,46,1,Pclass 1 male,0
792,Dead,Pclass 2,male,16,1,Pclass 2 male,0
795,Dead,Pclass 3,male,25,1,Pclass 3 male,0
796,Dead,Pclass 2,male,39,1,Pclass 2 male,0
797,Survived,Pclass 1,female,49,1,Pclass 1 female,1
798,Survived,Pclass 3,female,31,1,Pclass 3 female,1
799,Dead,Pclass 3,male,30,1,Pclass 3 male,0
800,Dead,Pclass 3,female,30,1,Pclass 3 female,0
801,Dead,Pclass 2,male,34,1,Pclass 2 male,0
802,Survived,Pclass 2,female,31,1,Pclass 2 female,1
803,Survived,Pclass 1,male,11,1,Pclass 1 male,1
804,Survived,Pclass 3,male,0.42,1,Pclass 3 male,1
805,Survived,Pclass 3,male,27,1,Pclass 3 male,1
806,Dead,Pclass 3,male,31,1,Pclass 3 male,0
807,Dead,Pclass 1,male,39,1,Pclass 1 male,0
808,Dead,Pclass 3,female,18,1,Pclass 3 female,0
809,Dead,Pclass 2,male,39,1,Pclass 2 male,0
810,Survived,Pclass 1,female,33,1,Pclass 1 female,1
811,Dead,Pclass 3,male,26,1,Pclass 3 male,0
812,Dead,Pclass 3,male,39,1,Pclass 3 male,0
813,Dead,Pclass 2,male,35,1,Pclass 2 male,0
814,Dead,Pclass 3,female,6,1,Pclass 3 female,0
815,Dead,Pclass 3,male,30.5,1,Pclass 3 male,0
817,Dead,Pclass 3,female,23,1,Pclass 3 female,0
818,Dead,Pclass 2,male,31,1,Pclass 2 male,0
819,Dead,Pclass 3,male,43,1,Pclass 3 male,0
820,Dead,Pclass 3,male,10,1,Pclass 3 male,0
821,Survived,Pclass 1,female,52,1,Pclass 1 female,1
822,Survived,Pclass 3,male,27,1,Pclass 3 male,1
823,Dead,Pclass 1,male,38,1,Pclass 1 male,0
824,Survived,Pclass 3,female,27,1,Pclass 3 female,1
825,Dead,Pclass 3,male,2,1,Pclass 3 male,0
828,Survived,Pclass 2,male,1,1,Pclass 2 male,1
830,Survived,Pclass 1,female,62,1,Pclass 1 female,1
831,Survived,Pclass 3,female,15,1,Pclass 3 female,1
832,Survived,Pclass 2,male,0.83,1,Pclass 2 male,1
834,Dead,Pclass 3,male,23,1,Pclass 3 male,0
835,Dead,Pclass 3,male,18,1,Pclass 3 male,0
836,Survived,Pclass 1,female,39,1,Pclass 1 female,1
837,Dead,Pclass 3,male,21,1,Pclass 3 male,0
839,Survived,Pclass 3,male,32,1,Pclass 3 male,1
841,Dead,Pclass 3,male,20,1,Pclass 3 male,0
842,Dead,Pclass 2,male,16,1,Pclass 2 male,0
843,Survived,Pclass 1,female,30,1,Pclass 1 female,1
844,Dead,Pclass 3,male,34.5,1,Pclass 3 male,0
845,Dead,Pclass 3,male,17,1,Pclass 3 male,0
846,Dead,Pclass 3,male,42,1,Pclass 3 male,0
848,Dead,Pclass 3,male,35,1,Pclass 3 male,0
849,Dead,Pclass 2,male,28,1,Pclass 2 male,0
851,Dead,Pclass 3,male,4,1,Pclass 3 male,0
852,Dead,Pclass 3,male,74,1,Pclass 3 male,0
853,Dead,Pclass 3,female,9,1,Pclass 3 female,0
854,Survived,Pclass 1,female,16,1,Pclass 1 female,1
855,Dead,Pclass 2,female,44,1,Pclass 2 female,0
856,Survived,Pclass 3,female,18,1,Pclass 3 female,1
857,Survived,Pclass 1,female,45,1,Pclass 1 female,1
858,Survived,Pclass 1,male,51,1,Pclass 1 male,1
859,Survived,Pclass 3,female,24,1,Pclass 3 female,1
861,Dead,Pclass 3,male,41,1,Pclass 3 male,0
862,Dead,Pclass 2,male,21,1,Pclass 2 male,0
863,Survived,Pclass 1,female,48,1,Pclass 1 female,1
865,Dead,Pclass 2,male,24,1,Pclass 2 male,0
866,Survived,Pclass 2,female,42,1,Pclass 2 female,1
867,Survived,Pclass 2,female,27,1,Pclass 2 female,1
868,Dead,Pclass 1,male,31,1,Pclass 1 male,0
870,Survived,Pclass 3,male,4,1,Pclass 3 male,1
871,Dead,Pclass 3,male,26,1,Pclass 3 male,0
872,Survived,Pclass 1,female,47,1,Pclass 1 female,1
873,Dead,Pclass 1,male,33,1,Pclass 1 male,0
874,Dead,Pclass 3,male,47,1,Pclass 3 male,0
875,Survived,Pclass 2,female,28,1,Pclass 2 female,1
876,Survived,Pclass 3,female,15,1,Pclass 3 female,1
877,Dead,Pclass 3,male,20,1,Pclass 3 male,0
878,Dead,Pclass 3,male,19,1,Pclass 3 male,0
880,Survived,Pclass 1,female,56,1,Pclass 1 female,1
881,Survived,Pclass 2,female,25,1,Pclass 2 female,1
882,Dead,Pclass 3,male,33,1,Pclass 3 male,0
883,Dead,Pclass 3,female,22,1,Pclass 3 female,0
884,Dead,Pclass 2,male,28,1,Pclass 2 male,0
885,Dead,Pclass 3,male,25,1,Pclass 3 male,0
886,Dead,Pclass 3,female,39,1,Pclass 3 female,0
887,Dead,Pclass 2,male,27,1,Pclass 2 male,0
888,Survived,Pclass 1,female,19,1,Pclass 1 female,1
890,Survived,Pclass 1,male,26,1,Pclass 1 male,1
891,Dead,Pclass 3,male,32,1,Pclass 3 male,0
